Case No.,IOC English name,Scientific name,Location,State/Territory,Sighting Date,Submission,Decision,Acceptance tally
195,Short-billed Dowitcher,Limnodromus griseus,Corner Inlet ,VIC,6/18/1995,,Accepted,1
1105,Short-eared Owl,Asio flammeus,Port Botany,NSw,12/8/2019,Submission,Not Accepted,x
810,Siberian Blue Robin,Larvivora cyane,Ashmore Reef,WA,4/23/2012,,Accepted,1
1283,Siberian Rubythroat,Calliope Calliope,Christmas Island,IOT,4/19/2023,Submission,Accepted,1
798,Siberian Thrush,Geokichla sibirica,Ashmore Reef,WA,4/18/2012,,Accepted,1
1000,Silver-backed Needletail,Hirundapus cochinchinensis ,"Home Island, Cocos (Keeling) Islands",IOT,1-5/02/18,Submission,Accepted,1
196,Singing Starling,Aplonis cantoroides,"Boigu Island, Torres Strait",QLD,7/18/1995,,Accepted,1
204,Singing Starling,Aplonis cantaroides,"Boigu Island, Torres Strait",QLD,Dec-87,,Accepted,2
321,Singing Starling,Aplonis cantaroides,"Boigu Island, Torres Strait",QLD,8/19/1998,,Accepted,3
797,Slaty-backed Gull,Larus schistisagus,Cooktown ,QLD,2/14/2008,,Accepted,1
902,Slaty-breasted Rail,Lewinia striata,Cocos (Keeling) Islands,IOT,11/25/2015,,Accepted,1
453,Snares Penguin,Eudyptes robustus,Discovery Bay,VIC,8/11/2004,,Accepted,2
572,Snares Penguin,Eudyptes robustus,Port Arthur ,TAS,9/17/2007,,Accepted,3
642,Snares Penguin,Eudyptes robustus,Scamander,TAS,9/15/1979,,Accepted,9
317,Snares Penguin ,Eudyptes robustus,Eaglehawk Neck ,TAS,8/31/1997,,Accepted,1
622.1,Snares Penguin ,Eudyptes robustus,Port Arthur ,TAS,8/26/1978,,Accepted,4
622.2,Snares Penguin ,Eudyptes robustus,Port Arthur,TAS,9/17/2000,,Accepted,5
623,Snares Penguin ,Eudyptes robustus,Trail Harbour ,TAS,7/30/1997,,Accepted,6
624,Snares Penguin ,Eudyptes robustus,Eaglehawk Neck ,TAS,7/12/2008,,Accepted,7
625,Snares Penguin ,Eudyptes robustus,Tasman Island ,TAS,2/6/2009,,Accepted,8
1,Snow Petrel,Pagodroma nivea,Victor Harbour,SA,9/15/1974,,Not Accepted,x
228,Snow Petrel,Pagodroma nivea,Macquarie Island waters,TAS,Oct-94,,Accepted,1
229,Snow Petrel,Pagodroma nivea,Macquarie Island ,TAS,Jul-94,,Accepted,2
230,Snow Petrel,Pagodroma nivea,Macquarie Island ,TAS,Mar-95,,Accepted,3
334,Snow Petrel,Pagodroma nivea,Great Australian Bight ,SA,2/27/2002,,Not Accepted,x
399,Snow Petrel,Pagodroma nivea,Macquaire Island ,TAS,8/16/2003,,Accepted,4
194,Solitary Sandpiper,Tringa solitaria,Birdsville,QLD,9/18/1994,,Not Accepted,x
150,Sooty Albatross,Phoebetria fusca,Sydney,NSW,7/10/1992,,Not Accepted,x
172,Sooty Albatross,Phoebetria fusca,off Storm Bay,TAS,8/5/1993,,Accepted,1
258,South Island Pied Oystercatcher,Haematopus finschi,South Ballina ,NSW,11/6/1998,,Accepted,1
282,South Island Pied Oystercatcher,Haematopus finschi,Manly Boat Harbour ,QLD,11/24/1999,,Accepted,2
306,South Island Pied Oystercatcher,Haematopus finschi,Ballina,NSW,1/22/1999,,Accepted,3
312,South Island Pied Oystercatcher,Haematopus finschi,Woody Point ,QLD,4/10/2001,,Accepted,4
397,South Island Pied Oystercatcher,Haematopus finschi,Woolgoolga ,NSW,5/24/2003,,Accepted,5
491,South Island Pied Oystercatcher,Haematopus finschi,Stockton ,NSW,2/3/2004,,Accepted,6
700,South Island Pied Oystercatcher,Haematopus finschi,Victoria Point,QLD,5/8/2011,,Accepted,7
853,South Island Pied Oystercatcher,Haematopus finschi,Tuckers Rocks,NSW,1/5/2015,,Accepted,8
876,South Island Pied Oystercatcher,Haematopus finschi,Sydney Harbour,NSW,3/1/2015,,Accepted,9
970,South Island Pied Oystercatcher,Haematopus finschi,Western Port Bay,VIC,6/18/2017,,Accepted,10
1090,South Island Pied Oystercatcher,Haematopus finschi,"Coila Lake, ",NSW,14-15-Oct-19,Submission,Accepted,11
1132,South Island Pied Oystercatcher,Haematopus finschi,Hastings Point,NSW,4/6/2020,Submission,Not Accepted,x
1169,South Island Pied Oystercatcher,Haematopus finschi,Marion Bay,TAS,11/13/2020,Submission,Accepted,12
1174,South Island Pied Oystercatcher,Haematopus finschi,Woy Woy ,NSW,10/28/2020,Submission,Accepted,13
1201,South Island Pied Oystercatcher,Haematopus finschi,"Dunwich, North Stradbroke Is",QLD,29-30-May-21,Submission,Accepted,14
71,South Polar Skua,Catharacta maccormicki,40 km S of Cape Otway,VIC,4/9/1984,,Accepted,1
72,South Polar Skua,Catharacta maccormicki,off King Island,TAS,4/17/1984,,Accepted,2
112,South Polar Skua,Catharacta maccormicki,Albany,WA,5/9/1986,,Accepted,3
144,South Polar Skua,Catharacta maccormicki,off Wollongong,NSW,6/20/1990,,Accepted,4
146,South Polar Skua,Catharacta maccormicki,Eaglehawk Neck,TAS,2/1/1992,,Not Accepted,x
152,South Polar Skua,Catharacta maccormicki,off Storm Bay,TAS,12/20/1992,,Accepted,5
272,South Polar Skua,Catharacta maccormicki,off Portland ,VIC,2/21/1999,,Accepted,6
322,South Polar Skua,Catharacta maccormicki,Port Fairy ,VIC,8/16/2001,,Not Accepted,x
394,South Polar Skua,Catharacta maccormicki,off Southport ,QLD,4/20/2002,,Accepted,7
417,South Polar Skua,Catharacta maccormicki,off Southport ,QLD,10/18/2003,,Accepted,9
440,South Polar Skua,Catharacta maccormicki,off Rottnest Island ,WA,8/8/2004,,Not Accepted,x
522,South Polar Skua,Catharacta maccormicki,off Wollongong ,NSW,2/24/2007,,Withdrawn,x
575,South Polar Skua,Catharacta maccormicki,Port Fairy ,VIC,5/11/2008,,Accepted,10
663,South Polar Skua,Catharacta maccormicki,off Southport,QLD,10/30/2010,,Not Accepted,x
688,South Polar Skua,Catharacta maccormicki,Off Wollongong,NSW,10/25/2009,,Accepted,11
689,South Polar Skua,Catharacta maccormicki,Sydney,NSW,4/9/2011,,Accepted,12
690,South Polar Skua,Catharacta maccormicki,Sydney,NSW,10/22/1983,,Accepted,13
742,South Polar Skua,Catharacta maccormicki,off Sydney,NSW,4/14/2012,,Accepted,14
759,South Polar Skua,Catharacta maccormicki,Woodman Point,WA,5/3/2012,,Accepted,15
760,South Polar Skua,Catharacta maccormicki,Bremer Bay,WA,4/7/2012,,Accepted,16
777,South Polar Skua,Catharacta maccormicki,off Wollongong,NSW,2/23/2008,,Accepted,17
780,South Polar Skua,Catharacta maccormicki,off Wollongong,NSW,9/23/2012,,Accepted,18
793,South Polar Skua,Catharacta maccormicki,off Albany,WA,5/4/2013,,Accepted,19
794,South Polar Skua,Catharacta maccormicki,off Albany,WA,5/4/2013,,Accepted,20
869,South Polar Skua,Catharacta maccormicki,off Southport,QLD,10/20/2013,,Accepted,21
885,South Polar Skua,Catharacta maccormicki,off Albany,WA,5/3/2014,,Accepted,22
886,South Polar Skua,Catharacta maccormicki,off Albany,WA,5/4/2014,,Accepted,23
655,Southern Rockhopper Penguin ,Eudyptes chrysocome filholi,Margate,TAS,2/10/2010,,Accepted,1
670,Southern Rockhopper Penguin ,Eudyptes chrysocome filholi,Strahan,TAS,1/13/2007,,Accepted,2
675,Southern Rockhopper Penguin ,Eudyptes chrysocome filholi,Gordon,TAS,12/17/2010,,Accepted,3
676,Southern Rockhopper Penguin ,Eudyptes chrysocome filholi,Portland,VIC,12/30/2010,,Accepted,4
711,Southern Rockhopper Penguin ,Eudyptes chrysocome filholi,Boronia Bay,TAS,4/1/1978,,Accepted,5
66,Spotted Redshank,Tringa erythropus,Kooragang Island,NSW,2/9/1982,,Not Accepted,x
83,Spotted Redshank,Tringa erythropus,Darwin,NT,11/16/1983,,Not Accepted,x
135,Spotted Redshank,Tringa erythropus,Bangholme,VIC,3/14/1992,,Accepted,1
141,Spotted Redshank,Tringa erythropus,"Leslie Saltworks, Port Headland",WA,10/24/1986,,Accepted,2
164,Spotted Redshank,Tringa erythropus,Roebuck Bay,WA,6/11/1993,,Accepted,3
510,Spotted Redshank,Tringa erythropus,Lake Eda ,WA,10/1/2006,,Accepted,4
191,Spotted Whistling Duck,Dendrocygna guttata,Weipa,QLD,3/19/1995,,Accepted,1
750,Spotted Whistling Duck,Dendrocygna guttata,Darwin,NT,12/27/2011,,Accepted,5
319,Spotted Whistling-Duck,Dendrocygna guttata,Chili Beach ,QLD,12/8/2000,,Accepted,2
331,Spotted Whistling-Duck,Dendrocygna guttata,"Boigu Island, Torres Strait",QLD,1/18/2002,,Accepted,3
392,Spotted Whistling-Duck,Dendrocygna guttata,"Boigu Island, Torres Strait",QLD,8/23/2002,,Accepted,4
942,Square-tailed Drongo-Cuckoo,Surniculus lugubris,"Home Island, Cocos (Keeling) Islands",IOT,11/30/2016,,Not Accepted,x
1042,Square-tailed Drongo-Cuckoo,Surniculus lugubris,"West Island, Cocos (Keeling) Islands",IOT,12/4/2018,Submission,Not Accepted,x
1071,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Cocos (Keeling) Islands,IOT,12/16/2018,Submission,Accepted,1
1221,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Cocos (Keeling) Islands,IOT,1/7/2021,Submission,Not Accepted,x
720,Stejneger's Petrel,Pterodroma longirostris,off Mooloolabah,QLD,11/5/2011,,Accepted,1
998,Stejneger's Petrel,Pterodroma longirostris,off Southport,QLD,11/18/2017,,Accepted,3
878,Stejneger’s Petrel ,Pterodroma longirostris,Off Eaglehawk Neck,TAS,12/6/2014,,Accepted,2
1287,Stephan's Dove,Chalcophaps stephani,"Boigu Island, Torres Strait",QLD,18-19/02/2020,Submission,Accepted,1
82,Stilt Sandpiper,Calidris himantopus,Sanderson,NT,Aug-Sep 1980,,Accepted,1
129,Stilt Sandpiper,Calidris himantopus,Alice Springs,NT,10/7/1991,,Accepted,2
167,Stilt Sandpiper,Calidris himantopus,Werribee,VIC,1/17/1993,,Accepted,3
422,Stilt Sandpiper,Calidris himantopus,Stockton,NSW,2/7/2004,,Not Accepted,x
658,Stilt Sandpiper,Calidris himantopus,Avalon,VIC,12/8/2009,,Accepted,4
9,Striated Heron,Butorides striata,Port Pirie,SA,1/25/1976,,Withdrawn,x
791,Sunda Teal,Anas gibberifrons,Chistmas Island,IOT,3/18/1905,,Not Accepted,x
295,Swinhoe's Storm-Petrel,Hydrobates monorhis,off Broome ,WA,11/1/1999,,Accepted,1
571,Swinhoe's Storm-Petrel,Hydrobates monorhis,N of Broome ,WA,10/22/2007,,Accepted,2
840,Swinhoe's Storm-Petrel ,Hydrobates monorhis,Off Broome,WA,10/20/2012,,Accepted,3
49,Temminck's Stint,Calidris temminckii,Adelaide,SA,Jun-July 1981,,Not Accepted,x
212,Temminck's Stint,Calidris temminckii,Malandra ,QLD,Sep-95,,Not Accepted,x
749,Temminck's Stint,Calidris temminckii,Tuross Estuary,NSW,4/9/2012,,Not Accepted,x
893,Temminck's Stint,Calidris temminckii,Lake Eda ,WA,11/29/2015,,Accepted,1
,Those highlighted in yellow need Summaries and/or submissons uploaded to website. ,,,,,,,
562,Tiger Shrike,Lanus tigrinus,Chistmas Island,IOT,4/23/2008,,Accepted,1
792,Tiger Shrike,Lanus tigrinus,Ashmore Reef & Browse Island,WA,4/1/2010,,Accepted,2
824,Tiger Shrike,Lanius tigrinus,Ashmore Reef,WA,4/15/2014,,Accepted,3
825,Tiger Shrike,Lanius tigrinus,Ashmore Reef,WA,4/25/2014,,Accepted,4
976,Tree Pipit,Anthus trivialis,Cocos (Keeling) Islands,IOT,12/9/2015,,Accepted,1
1297,Tree Pipit,Anthus trivialis,Cocos (Keeling) Islands,IOT,10-12/11/2023,,Under review,
278,Tricolored Little Grebe,Tachybaptus ruficollis tricolor,Darwin ,NT,10/21/1999,,Accepted,1
1123,Trindade Petrel,Pterodroma arminjoniana,Cape Naturaliste,WA,6/27/2019,Submission,Accepted,1
1217,Trindade Petrel,Pterodroma arminjoniana,Ashmore Reef,WA,11/7/2020,Submission,Accepted,2
1109,Tristan Albatross,Diomedia dabbenena,Bremer Canyon,WA,2/3/2020,Submission,Not Accepted,x
795,Tristan Albatross ,Diomedea dabbenena,Off Wollongong,NSW,10/5/1997,,Accepted,1
1294,Tristram's Storm Petrel,Hydrobates tristrami,Queensland Seamount,QLD,11/5/2023,,Under review,
305,Tristram's Storm-Petrel,Hydrobates tristrami,off Sydney ,NSW,10/9/2000,,Accepted,1
109,Tropical Shearwater,Puffinus bailloni,Off Wollongong,NSW,2/28/1987,,Not Accepted,1
705,Tropical Shearwater,Puffinus bailloni,"North Keeling I., Cocos (Keeling) Islands",IOT,11/15/2009,,Accepted,2
1154,Tropical Shearwater,Puffinus bailloni,Christmas Island,IOT,2017 - 2019,Submission,Accepted,2
1141,Tufted Duck,Aythya fuligula,Werribee Treatment Plant,VIC,3-Jan-19 to 26-Oct-19,Submission,Accepted,1
498,Uniform Swiftlet,Aerodramus vanikorensis,Lockhart River ,QLD,9/21/2001,,Not Accepted,x
590,Uniform Swiftlet,Aerodramus vanikorensis,"Saibai Island, Torres Strait",QLD,2/22/2009,,Not Accepted,x
609,Uniform Swiftlet,Aerodramus vanikorensis,"Dauan Island, Torres Strait ",QLD,2/26/2009,,Not Accepted,x
1207,Uniform Swiftlet,Aerodramus vanikorensis,Munmorah State Recreation Area,NSW,11/8/2021,Submission,Accepted,1
943,Variable Goshawk,Accipiter hiogaster,"Boigu Island, Torres sttrait",QLD,2/7/2015,,Not Accepted,x
1295,Variable Goshawk,Accipiter hiogaster,"Boigu Island, Torres Strait",QLD,2/25/2020,,Under review,
210,Variable Oystercatcher,Haematopus unicolor,North Stradbroke Island ,QLD,Mar-96,,Not Accepted,x
419,Von Schrenck's Bittern,Ixobrychus eurhythmus,Chistmas Island,IOT,11/18/2003,,Accepted,1
677,Von Schrenck's Bittern,Ixobrychus eurhythmus,Chistmas Island,IOT,11/30/2010,,Accepted,2
283,Watercock,Gallicrex cinerea,Chistmas Island,IOT,12/30/1999,,Accepted,1
346,Watercock,Gallicrex cinerea,Chistmas Island,IOT,3/8/2002,,Accepted,2
566,Watercock,Gallicrex cinerea,Cocos (Keeling) Islands,IOT,12/24/2005,,Accepted,3
659,Watercock,Gallicrex cinerea,Cocos (Keeling) Islands,IOT,12/9/2010,,Not Accepted,x
681,Watercock,Gallicrex cinerea,Cocos (Keeling) Islands,IOT,12/4/2010,,Accepted,4
695,Watercock,Gallicrex cinerea,Chistmas Island,IOT,1/6/2011,,Accepted,6
728,Watercock,Gallicrex cinerea,Cocos (Keeling) Islands,IOT,12/5/2011,,Not Accepted,x
740,Watercock,Gallicrex cinerea,Cocos (Keeling) Islands,IOT,1/22/2012,,Accepted,5
773,Watercock,Gallicrex cinerea,Ashmore Reef,WA,11/10/2012,,Accepted,7
1253,Watercock,Gallicrex cinerea,Coral Bay,WA,1/24/2021,Submission,Accepted,8
1054,Western Osprey,Pandion haliaetus haliaetus,Cocos (Keeling) Islands,IOT,17/12/2018 - 31/03/2019,Submission,Accepted,2
537,Western Reef Egret,Egreta gularis schistacea,Cocos (Keeling) Islands,IOT,2/23/2007,,Accepted,1
538,Western Reef Egret,Egreta gularis schistacea,Cocos (Keeling) Islands,IOT,1/3/2006,,Not Accepted,x
34,Western Sandpiper,Calidris mauri,Near Hobart,TAS,9/6/1969,,Not Accepted,x
35,Western Sandpiper,Calidris mauri,Near Ivanhoe,NSW,5/11/1974,,Not Accepted,x
36,Western Sandpiper,Calidris mauri,Sydney,NSW,11/22/1978,,Not Accepted,x
318,Western Sandpiper,Calidris mauri,West Byron Wetlands,NSW,11/22/2000,,Not Accepted,x
744,Western Sandpiper,Calidris mauri,Lonsdale Lakes,VIC,2/27/2008,,Not Accepted,x
897,Western Sandpiper,Calidris mauri,Lake Wollumboola,NSW,12/17/2015,,Not Accepted,x
1245,Western Sandpiper,Calidris mauri,"Bald Hill Beach, northern Gulf of St Vincent",SA,4/19/2022,Submission,Accepted,1
84,Westland Petrel,Procellaria westlandica,off NW Tasmania,TAS,4/17/1984,,Accepted,1
206,Westland Petrel,Procellaria westlandica,off Sydney ,NSW,Jun-96,,Withdrawn,x
231,Westland Petrel,Procellaria westlandica,off Wollongong ,NSW,Jul-96,,Accepted,2
270,Westland Petrel,Procellaria westlandica,Port Campbell ,VIC,2/15/1989,,Accepted,3
373,Westland Petrel,Procellaria westlandica,Ballina,NSW,1/12/2003,,Accepted,4
499,Westland Petrel,Procellaria westlandica,off Southport ,QLD,8/19/2006,,Accepted,5
505,Westland Petrel,Procellaria westlandica,Oceangrove ,VIC,12/14/2001,,Accepted,6
513,Westland Petrel,Procellaria westlandica,"Narrabeen, Sydney ",NSW,12/23/2006,,Accepted,7
554,Westland Petrel,Procellaria westlandica,South-West Rocks ,NSW,6/27/2007,,Not Accepted,x
560,Westland Petrel,Procellaria westlandica,off Wollongong ,NSW,11/24/2007,,Not Accepted,x
598,Westland Petrel,Procellaria westlandica,off Sydney ,NSW,5/9/2009,,Accepted,8
615,Westland Petrel,Procellaria westlandica,off Lord Howe Island ,NSW,9/29/2009,,Not Accepted,x
650,Westland Petrel,Procellaria westlandica,off SE Tasmania,TAS,4/10/2010,,Accepted,9
767,Westland Petrel,Procellaria westlandica,off Wollongong,NSW,12/15/2012,,Accepted,10
776,Westland Petrel,Procellaria westlandica,off Wollongong,NSW,2/26/2005,,Accepted,11
786,Westland Petrel,Procellaria westlandica,Port Kembla,NSW,12/25/2012,,Accepted,12
821,Westland Petrel,Procellaria westlandica,off Eaglehawk Neck,TAS,5/5/2013,,Accepted,13
883,Westland Petrel,Procellaria westlandica,Off Tasman Island,TAS,5/24/2015,,Accepted,14
894,Westland Petrel,Procellaria westlandica,Byron Bay,NSW,1/13/2016,,Accepted,15
920,Westland Petrel,Procellaria westlandica,Eaglehawk Neck,TAS,5/8/2016,,Accepted,16
968,Westland Petrel,Procellaria westlandica,Port Fairy,VIC,5/14/2017,,Accepted,17
1012,Westland Petrel,Procellaria westlandica,Eaglehawk Neck,TAS,6/16/2018,Submission,Accepted,18
1014,Westland Petrel,Procellaria westlandica,off Eaglehawk Neck,TAS,5/20/2018,Submission,Accepted,19
1015,Westland Petrel,Procellaria westlandica,off Eaglehawk Neck,TAS,5/20/2018,Submission,Accepted,20
1016,Westland Petrel,Procellaria westlandica,off Eaglehawk Neck,TAS,5/21/2018,Submission,Accepted,21
1040,Westland Petrel,Procellaria westlandica,Eaglehawk Neck,TAS,4/28/2018,Submission,Accepted,22
1041,Westland Petrel,Procellaria westlandica,Eaglehawk Neck,TAS,4/29/2018,Submission,Accepted,23
1198,Whenua Hou Diving-Petrel,Pelecanoides whenuahouensis,Macquarie Island,TAS,23-Nov-15 - 11-Sep-19,Submission,Accepted,1
831,Whistling Hawk-Cuckoo,Hierococcyx nisicolor ,"West Island, Cocos (Keeling) Islands",IOT,12/26/2010,,Accepted,1
832,Whistling Hawk-Cuckoo,Hierococcyx nisicolor ,"West Island, Cocos (Keeling) Islands",IOT,1/1/2011,,Accepted,2
833,Whistling Hawk-Cuckoo,Hierococcyx nisicolor ,"Home Island, Cocos (Keeling) Islands",IOT,12/30/2010,,Accepted,3
23,White Wagtail,Motacilla alba,Katanning,WA,May-71,,Not Accepted,x
24,White Wagtail,Motacilla alba,Broome,WA,11/18/1977,,Accepted,1
134,White Wagtail,Motacilla alba lugens,Fraser Island ,QLD,7/4/1987,,Accepted,2
162,White Wagtail,Motacilla alba,Portland,VIC,6/7/1992,,Accepted,3
163,White Wagtail,Motacilla alba baikalensis type,Anglesea,VIC,9/6/1992,,Accepted,4
183,White Wagtail,Motacilla alba ocularis,Geraldton,WA,3/18/1981,,Accepted,5
200,White Wagtail,Motacilla alba lugens,Derby ,WA,Dec-95,,Accepted,6
215,White Wagtail,Motacilla alba,Darwin ,NT,Jun-96,,Accepted,7
245,White Wagtail,Motacilla alba lugens,Glendale ,NSW,4/4/1998,,Accepted,8
248,White Wagtail,Motacilla alba,Clear Lake ,NSW,11/20/1997,,Not Accepted,x
250,White Wagtail,Motacilla alba leucopsis,Durak River ,WA,10/17/1998,,Not Accepted,x
255,White Wagtail,Motacilla alba lugens,Broome ,WA,3/15/1998,,Accepted,9
339,White Wagtail,Motacilla alba ocularis,Chistmas Island,IOT,3/11/2002,,Accepted,10
340,White Wagtail,Motacilla alba ocularis,Chistmas Island,IOT,3/11/2002,,Accepted,11
350,White Wagtail,Motacilla alba leucopsis,Chistmas Island,IOT,3/4/2002,,Accepted,12
389,White Wagtail,Motacilla alba leucopsis,Hamilton ,VIC,4/29/2003,,Not Accepted,x
464,White Wagtail,Motacilla alba leucopsis,Mallacoota ,VIC,5/2/2005,,Accepted,13
568,White Wagtail,Motacilla alba leucopsis,Chistmas Island,IOT,3/10/2007,,Accepted,14
610,White Wagtail,Motacilla alba leucopsis,"Awonga Point, Weipa ",QLD,4/12/2008,,Accepted,15
639,White Wagtail,Motacilla alba leucopsis,Chistmas Island,IOT,4/4/2006,,Accepted,16
781,White Wagtail,Motacilla alba leucopsis,Cooktown,QLD,4/19/2013,,Accepted,17
799,White Wagtail,Motacilla alba,Point Samson,WA,10/23/2013,,Accepted,18
818,White Wagtail,Motacilla alba,Newry Bar,NSW,12/4/2013,,Accepted,18
828,White Wagtail,Motacilla alba,Lake Joondalup,WA,3/22/2012,,Accepted,19
829,White Wagtail,Motacilla alba,Lake Gwelup,WA,1/15/2012,,Accepted,20
921,White Wagtail,Motacilla alba leucopsis,Christmas Island,IOT,3/17/2002,,Accepted,21
922,White Wagtail,Motacilla alba leucopsis,Christmas Island,IOT,3/17/2002,,Accepted,22
923,White Wagtail,Motacilla alba ocularis,Cocos (Keeling) Islands,IOT,4/23/2014,,Accepted,23
924,White Wagtail,Motacilla alba,Broome,WA,1/6/2015,,Accepted,24
932,White Wagtail,Motacilla alba lugens,Lakes Entrance,VIC,2/19/1985,,Accepted,25
954,White Wagtail,Motacilla alba,Christmas Island,IOT,4/9/2017,,Accepted,26
1182,White Wagtail,Motacilla alba leucopsis,Price Saltfields,SA,4/15/2021,Submission,Accepted,27
1191,White Wagtail,Motacilla alba,"Home Beach, N.Stradbroke Is",QLD,4/28/2021,Submission,Accepted,28
1214,White Wagtail,Motacilla alba lugens,"Leanyer Sewage Ponds, Darwin",NT,14-Mar-14 to 09-apr-14,Submission,Accepted,29
1275,White Wagtail,Motacilla alba ,"Ephemeral Wetlands, Cairns",QLD,4/9/2023,Submission,Accepted,30
1303,White Wagtail,Motacilla alba,Troughton Island,WA,15-16/03/24,,Under review,
202,White-bellied Storm-Petrel,Fregetta grallaria,off SE QLD ,QLD,Jul-97,,Withdrawn,x
557,White-bellied Storm-Petrel,Fregetta grallaria,Eden ,NSW,3/30/2008,,Not Accepted,x
834,White-bellied Storm-Petrel,Fregetta grallaria,Off Southport,QLD,4/19/2014,,Accepted,1
889,White-bellied Storm-Petrel,Fregetta grallaria,Britannia Seamount,NSW,3/18/2015,,Accepted,5
890,White-bellied Storm-Petrel,Fregetta grallaria,off Ulladulla,NSW,3/29/2009,,Accepted,4
891,White-bellied Storm-Petrel,Fregetta grallaria,off Sydney,NSW,3/13/2010,,Accepted,3
892,White-bellied Storm-Petrel,Fregetta grallaria,Fraser Island,QLD,3/24/1999,,Accepted,5
918,White-bellied Storm-Petrel,Fregetta grallaria,Britannia Seamount,NSW,4/9/2016,,Accepted,6
957,White-bellied Storm-Petrel,Fregetta grallaria,Newcastle,NSW,4/23/2006,,Accepted,7
958,White-bellied Storm-Petrel,Fregetta grallaria,off Sydney,NSW,10/30/2006,,Accepted,8
959,White-bellied Storm-Petrel,Fregetta grallaria,Port Stephens,NSW,3/27/2010,,Accepted,9
960,White-bellied Storm-Petrel,Fregetta grallaria,off Sydney,NSW,3/11/2017,,Accepted,10
1178,White-bellied Storm-Petrel,Fregetta grallaria,Britannia Seamount,NSW,3/26/2021,Submission,Accepted,11
1176,White-breasted Ground-Dove,Alopecoenas jobiensis,"Redlynch, Cairns",QLD,3/22/2021,Submission,Not Accepted,x
178,White-breasted Waterhen,Amaurornis phoenicurus,Chistmas Island,IOT,10/27/1993,,Accepted,1
291,White-breasted Waterhen,Amaurornis phoenicurus,Chistmas Island,IOT,11/14/1999,,Accepted,2
361,White-breasted Waterhen,Amaurornis phoenicurus,Chistmas Island,IOT,2/3/2002,,Accepted,3
431,White-breasted Waterhen,Amaurornis phoenicurus,Ashmore Reef,WA,1/25/2003,,Accepted,4
449,White-breasted Waterhen,Amaurornis phoenicurus,Cocos (Keeling) Islands,IOT,12/6/2004,,Accepted,5
826,White-breasted Waterhen,Amaurornis phoenicurus,Ashmore Reef,WA,4/25/2014,,Accepted,6
95,White-eyed Buzzard,Butastur teesa,Lithgow,NSW,1/11/1889,,Not Accepted,x
87,White-rumped Sandpiper,Calidris fuscicollis,Lake Murdeduke,VIC,Nov 1973-Feb 1974,,Accepted,1
88,White-rumped Sandpiper,Calidris fuscicollis,Werribee,VIC,Jan-Feb 1977,,Accepted,2
89,White-rumped Sandpiper,Calidris fuscicollis,Pitt Town,NSW,10/29/1977,,Accepted,3
101,White-rumped Sandpiper,Calidris fuscicollis,Windang,NSW,10/31/1984,,Accepted,4
124,White-rumped Sandpiper,Calidris fuscicollis,Dry Creek Salt Fields ,SA,1/15/1988,,Accepted,5
143,White-rumped Sandpiper,Calidris fuscicollis,Tullakool,NSW,1/19/1988,,Accepted,6
156,White-rumped Sandpiper,Calidris fuscicollis,Maitland,NSW,12/21/1989,,Not Accepted,x
884,White-rumped Sandpiper,Calidris fuscicollis,Lake Wollumboola,NSW,1/5/2015,,Accepted,7
991,White-rumped Sandpiper,Calidris fuscicollis,Lake Alexandrina,SA,3/16/2018,,Accepted,8
752,White-spotted Mannikin,Lonchura leucosticta,"Saibai Island, Torres Strait",QLD,8/19/1998,,Not Accepted,x
54,Wilson's Phalarope,Phalaropus tricolor,Geelong,VIC,12/6/1981,,Accepted,1
596,Yellow Bittern,Ixobrychus sinensis,Chistmas Island,IOT,2/17/2009,,Accepted,1
678,Yellow Bittern,Ixobrychus sinensis,"West Island, Cocos (Keeling) Islands",IOT,12/5/2010,,Accepted,2
733,Yellow Bittern,Ixobrychus sinensis,Chistmas Island,IOT,11/15/2010,,Accepted,4
734,Yellow Bittern,Ixobrychus sinensis,Chistmas Island,IOT,1/5/2011,,Accepted,3
851,Yellow Bittern,Ixobrychus sinensis,"Northlakes, Brisbane",QLD,3/19/2014,,Accepted,5
952,Yellow Bittern,Ixobrychus sinensis,Cocos (Keeling) Islands,IOT,12/3/2016,,Accepted,6
994,Yellow Bittern,Ixobrychus sinensis,Christmas Island,IOT,2/10/2018,,Accepted,7
594,Yellow White-eye,Zosterops luteus,Sawtell ,NSW,2/22/2009,,Accepted,1
1008,Yellow-browed Warbler,Phylloscopus inornatus,"West Island, Ashmore Reef",IOT,3/29/2014,Submission,Accepted,1
324,Yellowhammer,Emberiza citrinella,Macquarie Island ,TAS,7/5/2001,,Not Accepted,x
790,Yellowhammer,Emberiza citrinella,Lord Howe Island,NSW,8/18/1949,,Accepted,1
33,Zitting Cisticola,Cisticola jundicus,Ord River,WA,10/28/1978,,Not Accepted,x
914,Zoe's Imperial-Pigeon,Ducula zoeae,"Saibai Island, Torres Strait",QLD,3/14/2016,,Accepted,1
